id,gen,sp,en,cnt,loc,lat,lng,type,q,length,file,date,familia,nombre_comun,region
54800,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta",,,song,B,0:35,https://xeno-canto.org/54800/download,2000-04-18,Tinamidae,Tinamú ondulado,Colombia_otro
54801,Crypturellus,undulatus,Undulated Tinamou,Colombia,"Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta",,,song,C,0:43,https://xeno-canto.org/54801/download,2000-04-18,Tinamidae,Tinamú ondulado,Colombia_otro
743542,Lipaugus,vociferans,Screaming Piha,Colombia,"Leticia, Amazonas",-4.0366,,song,B,0:59,https://xeno-canto.org/743542/download,2020-08-30,Cotingidae,Piha gritona,Amazonia
329364,Lipaugus,vociferans,Screaming Piha,Colombia,"Leticia, Amazonas",-4.0279,,song,B,2:16,https://xeno-canto.org/329364/download,2016-01-18,Cotingidae,Piha gritona,Amazonia
163595,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Amacaycau, Leticia, Amazonas",-3.8717,,song,B,0:30,https://xeno-canto.org/163595/download,1987-01-00,Cotingidae,Piha gritona,Amazonia
421081,Lipaugus,vociferans,Screaming Piha,Colombia,"Finca San Carlos, Vereda Peneya,  Puerto Asís, Putumayo",0.5362,,song,A,0:43,https://xeno-canto.org/421081/download,2018-06-13,Cotingidae,Piha gritona,Amazonia
81846,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,song,A,1:40,https://xeno-canto.org/81846/download,2011-06-13,Cotingidae,Piha gritona,Amazonia
81845,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,song,A,1:37,https://xeno-canto.org/81845/download,2011-06-13,Cotingidae,Piha gritona,Amazonia
81844,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,"call, song",A,0:36,https://xeno-canto.org/81844/download,2011-06-13,Cotingidae,Piha gritona,Amazonia
81843,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,call,A,0:53,https://xeno-canto.org/81843/download,2011-06-11,Cotingidae,Piha gritona,Amazonia
81842,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes",1.2598,,call,A,0:26,https://xeno-canto.org/81842/download,2011-06-11,Cotingidae,Piha gritona,Amazonia
56138,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitu, Vaupes. Road to Santa Cruz",,,?,A,0:33,https://xeno-canto.org/56138/download,2009-02-16,Cotingidae,Piha gritona,Amazonia
1043160,Lipaugus,vociferans,Screaming Piha,Colombia,"White sand forest (approx), Mitú, Vaupés",1.2111,,song,B,1:10,https://xeno-canto.org/1043160/download,2022-10-22,Cotingidae,Piha gritona,Amazonia
921734,Lipaugus,vociferans,Screaming Piha,Colombia,"Mitú, Vaupes",1.0943,,song,B,1:31,https://xeno-canto.org/921734/download,2024-01-21,Cotingidae,Piha gritona,Amazonia
443979,Lipaugus,vociferans,Screaming Piha,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,0:39,https://xeno-canto.org/443979/download,2018-11-11,Cotingidae,Piha gritona,Amazonia
443978,Lipaugus,vociferans,Screaming Piha,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,3:51,https://xeno-canto.org/443978/download,2018-11-11,Cotingidae,Piha gritona,Amazonia
357225,Lipaugus,vociferans,Screaming Piha,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,3:07,https://xeno-canto.org/357225/download,2017-02-18,Cotingidae,Piha gritona,Amazonia
357224,Lipaugus,vociferans,Screaming Piha,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,A,0:53,https://xeno-canto.org/357224/download,2017-02-18,Cotingidae,Piha gritona,Amazonia
1041185,Lipaugus,vociferans,Screaming Piha,Colombia,"Bocatoma, terra firme forest, Mitú",1.1792,,song,A,2:01,https://xeno-canto.org/1041185/download,2022-10-21,Cotingidae,Piha gritona,Colombia_otro
901262,Lipaugus,vociferans,Screaming Piha,Colombia,"La Uribe, Meta, PNN Cordillera de los Picachos ",2.7526,,song,A,0:10,https://xeno-canto.org/901262/download,2013-08-11,Cotingidae,Piha gritona,Colombia_otro
591823,Lipaugus,vociferans,Screaming Piha,Colombia,"La Sonora-Piamonte, Cauca",1.1767,,song,A,0:04,https://xeno-canto.org/591823/download,2019-10-18,Cotingidae,Piha gritona,Colombia_otro
591821,Lipaugus,vociferans,Screaming Piha,Colombia,"La Sonora-Piamonte, Cauca",1.1767,,song,A,0:05,https://xeno-canto.org/591821/download,2019-10-18,Cotingidae,Piha gritona,Colombia_otro
458958,Lipaugus,vociferans,Screaming Piha,Colombia,"Piamonte, Cauca",1.0538,,song,A,0:35,https://xeno-canto.org/458958/download,2019-02-22,Cotingidae,Piha gritona,Colombia_otro
1043152,Lipaugus,vociferans,Screaming Piha,Colombia,"Bocatoma, terra firme forest, Mitú",1.1792,,song,B,0:10,https://xeno-canto.org/1043152/download,2022-10-21,Cotingidae,Piha gritona,Colombia_otro
591825,Lipaugus,vociferans,Screaming Piha,Colombia,"La Sonora-Piamonte, Cauca",1.1767,,song,B,0:04,https://xeno-canto.org/591825/download,2019-10-18,Cotingidae,Piha gritona,Colombia_otro
525583,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2130556,,,B,1:59,https://xeno-canto.org/525583/download,2001-01-02,Cotingidae,Piha gritona,Colombia_otro
525378,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2130556,,,B,1:31,https://xeno-canto.org/525378/download,2001-01-02,Cotingidae,Piha gritona,Colombia_otro
523948,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, río Mesay Puerto abeja",0.0741667,,,B,1:27,https://xeno-canto.org/523948/download,1999-01-06,Cotingidae,Piha gritona,Colombia_otro
520937,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, cuñaré",0.5175,,,B,2:00,https://xeno-canto.org/520937/download,2000-01-11,Cotingidae,Piha gritona,Colombia_otro
520936,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, cuñaré",0.5175,,,B,2:18,https://xeno-canto.org/520936/download,2000-01-11,Cotingidae,Piha gritona,Colombia_otro
520935,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, cuñaré",0.5175,,,B,1:20,https://xeno-canto.org/520935/download,2000-01-11,Cotingidae,Piha gritona,Colombia_otro
520934,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, cuñaré",0.4986111,,,B,1:19,https://xeno-canto.org/520934/download,2000-01-11,Cotingidae,Piha gritona,Colombia_otro
520933,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, río Mesay Puerto abeja",0.0741667,,,B,3:48,https://xeno-canto.org/520933/download,1999-01-06,Cotingidae,Piha gritona,Colombia_otro
520932,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, río Mesay Puerto abeja",0.0741667,,,B,0:34,https://xeno-canto.org/520932/download,1999-01-06,Cotingidae,Piha gritona,Colombia_otro
519394,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, río Mesay Puerto abeja",0.0741667,,,B,1:10,https://xeno-canto.org/519394/download,1999-01-06,Cotingidae,Piha gritona,Colombia_otro
519393,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, sararamano",0.1572222,,,B,1:45,https://xeno-canto.org/519393/download,2000-01-04,Cotingidae,Piha gritona,Colombia_otro
519392,Lipaugus,vociferans,Screaming Piha,Colombia,"PNN Chiribiquete, sararamano",0.1672222,,,B,3:07,https://xeno-canto.org/519392/download,2000-01-04,Cotingidae,Piha gritona,Colombia_otro
536525,Lipaugus,vociferans,Screaming Piha,Colombia,"Finca Cataleya-Flanco Oriental Serranía de los Churumbelos-Piamonte, Cauca",1.1427,,song,C,0:22,https://xeno-canto.org/536525/download,2019-01-11,Cotingidae,Piha gritona,Colombia_otro
747288,Trogon,viridis,Green-backed Trogon,Colombia,"Leticia, Amazonas",-4.1402,,"duet, song, motor, golpes en madera",B,1:44,https://xeno-canto.org/747288/download,2022-08-06,Trogonidae,Trogón coliblanco,Amazonia
743177,Trogon,viridis,Green-backed Trogon,Colombia,"Leticia, Leticia, Amazonas",-4.2173,,song,B,0:49,https://xeno-canto.org/743177/download,2021-05-05,Trogonidae,Trogón coliblanco,Amazonia
399703,Trogon,viridis,Green-backed Trogon,Colombia,"Amazonas, La Pedrera, Resguardo Indígena de Camaritagua",-1.3819,,song,B,1:58,https://xeno-canto.org/399703/download,2017-05-07,Trogonidae,Trogón coliblanco,Amazonia
163577,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Amacaycau, Leticia, Amazonas",-3.8717,,song,B,0:26,https://xeno-canto.org/163577/download,1987-01-00,Trogonidae,Trogón coliblanco,Amazonia
822543,Trogon,viridis,Green-backed Trogon,Colombia,"Bosque de los Carpinteros - San Jorge/Morelia, Caquetá",1.4719,,song,A,1:13,https://xeno-canto.org/822543/download,2023-08-13,Trogonidae,Trogón coliblanco,Amazonia
549999,Trogon,viridis,Green-backed Trogon,Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,song,B,0:05,https://xeno-canto.org/549999/download,2020-04-20,Trogonidae,Trogón coliblanco,Amazonia
621195,Trogon,viridis,Green-backed Trogon,Colombia,"San Vicente del Caguán, Caqueta",1.4272,,song,C,0:04,https://xeno-canto.org/621195/download,2021-02-03,Trogonidae,Trogón coliblanco,Amazonia
435764,Trogon,viridis,Green-backed Trogon,Colombia,"Morelia, Caquetá",1.4,,song,D,0:13,https://xeno-canto.org/435764/download,2015-12-12,Trogonidae,Trogón coliblanco,Amazonia
156384,Trogon,viridis,Green-backed Trogon,Colombia,"El Fin del Mundo, Mocoa, Putumayo",1.1043,,song,B,2:38,https://xeno-canto.org/156384/download,2013-01-07,Trogonidae,Trogón coliblanco,Amazonia
450248,Trogon,viridis,Green-backed Trogon,Colombia,"Mocoa, Putumayo",1.1169,,song,C,0:40,https://xeno-canto.org/450248/download,2019-01-03,Trogonidae,Trogón coliblanco,Amazonia
921732,Trogon,viridis,Green-backed Trogon,Colombia,"Mitú, Vaupes",1.0943,,song,A,1:11,https://xeno-canto.org/921732/download,2024-01-21,Trogonidae,Trogón coliblanco,Amazonia
921727,Trogon,viridis,Green-backed Trogon,Colombia,"Mitú, Vaupes",1.0943,,song,A,0:18,https://xeno-canto.org/921727/download,2024-01-21,Trogonidae,Trogón coliblanco,Amazonia
693936,Trogon,viridis,Green-backed Trogon,Colombia,"Sabanitas, Inirida, Guainia",3.8809,,song,B,0:19,https://xeno-canto.org/693936/download,2021-11-23,Trogonidae,Trogón coliblanco,Amazonia
830730,Trogon,viridis,Green-backed Trogon,Colombia,"San José Del Guaviare, Guaviare",2.5105,,song,D,0:08,https://xeno-canto.org/830730/download,2023-09-17,Trogonidae,Trogón coliblanco,Amazonia
525682,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2130556,,,no score,1:07,https://xeno-canto.org/525682/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525681,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2094444,,,no score,1:27,https://xeno-canto.org/525681/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525680,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2275,,,no score,3:45,https://xeno-canto.org/525680/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525442,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2130556,,,no score,4:15,https://xeno-canto.org/525442/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525441,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2130556,,,no score,2:35,https://xeno-canto.org/525441/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525440,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2119444,,,no score,2:08,https://xeno-canto.org/525440/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525231,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2175,,,no score,0:56,https://xeno-canto.org/525231/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525230,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2175,,,no score,0:14,https://xeno-canto.org/525230/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525229,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2175,,,no score,1:01,https://xeno-canto.org/525229/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525100,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2275,,,no score,0:42,https://xeno-canto.org/525100/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
525096,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cunaré- Amú",0.2175,,,no score,0:58,https://xeno-canto.org/525096/download,2001-01-02,Trogonidae,Trogón coliblanco,Colombia_otro
1043131,Trogon,viridis,Green-backed Trogon,Colombia,"Bocatoma, terra firme forest, Mitú",1.1792,,call,A,0:47,https://xeno-canto.org/1043131/download,2022-10-22,Trogonidae,Trogón coliblanco,Colombia_otro
401403,Trogon,viridis,Green-backed Trogon,Colombia,"Pueblo Nuevo, Mitú",1.1317,,song,A,0:31,https://xeno-canto.org/401403/download,2014-02-21,Trogonidae,Trogón coliblanco,Colombia_otro
333516,Trogon,viridis,Green-backed Trogon,Colombia,"Miraflores, Piamonte, Cauca",1.0428,,song,A,1:42,https://xeno-canto.org/333516/download,2016-08-04,Trogonidae,Trogón coliblanco,Colombia_otro
148245,Trogon,viridis,Green-backed Trogon,Colombia,"Meta, Cabuyaro",4.264167,,song,A,0:28,https://xeno-canto.org/148245/download,1994-10-26,Trogonidae,Trogón coliblanco,Colombia_otro
127868,Trogon,viridis,Green-backed Trogon,Colombia,"Puerto Lopez, Meta",4.1809,,song,A,1:15,https://xeno-canto.org/127868/download,2013-03-06,Trogonidae,Trogón coliblanco,Colombia_otro
54697,Trogon,viridis,Green-backed Trogon,Colombia,"Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta",,,?,A,0:10,https://xeno-canto.org/54697/download,2000-04-17,Trogonidae,Trogón coliblanco,Colombia_otro
960268,Trogon,viridis,Green-backed Trogon,Colombia,"Villanueva, Casanare",4.3631,,"call, song",B,0:34,https://xeno-canto.org/960268/download,2024-09-25,Trogonidae,Trogón coliblanco,Colombia_otro
709446,Trogon,viridis,Green-backed Trogon,Colombia,"Rey Zamuro, San Martín, Meta",3.5276,,song,B,0:31,https://xeno-canto.org/709446/download,2022-03-14,Trogonidae,Trogón coliblanco,Colombia_otro
529290,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1863889,,,B,0:22,https://xeno-canto.org/529290/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
529289,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1863889,,,B,2:43,https://xeno-canto.org/529289/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
524125,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2483333,,,B,1:46,https://xeno-canto.org/524125/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
524124,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2702778,,,B,0:14,https://xeno-canto.org/524124/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
524123,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2702778,,,B,2:50,https://xeno-canto.org/524123/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
524122,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, río Mesay Puerto abeja",0.0741667,,,B,1:46,https://xeno-canto.org/524122/download,1999-01-06,Trogonidae,Trogón coliblanco,Colombia_otro
521122,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.4986111,,,B,0:15,https://xeno-canto.org/521122/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
521121,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.4986111,,,B,0:13,https://xeno-canto.org/521121/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
521120,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.4986111,,,B,0:36,https://xeno-canto.org/521120/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
521119,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.5291667,,,B,0:40,https://xeno-canto.org/521119/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
521118,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.5344444,,,B,1:40,https://xeno-canto.org/521118/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
521117,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.5344444,,,B,0:31,https://xeno-canto.org/521117/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
521116,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.5175,,,B,4:30,https://xeno-canto.org/521116/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
521115,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.5175,,,B,1:36,https://xeno-canto.org/521115/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
521114,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, cuñaré",0.5175,,,B,0:54,https://xeno-canto.org/521114/download,2000-01-11,Trogonidae,Trogón coliblanco,Colombia_otro
519391,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1797222,,,B,3:24,https://xeno-canto.org/519391/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519390,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1797222,,,B,0:20,https://xeno-canto.org/519390/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519384,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1797222,,,B,0:52,https://xeno-canto.org/519384/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519383,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1797222,,,B,0:52,https://xeno-canto.org/519383/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519382,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1863889,,,B,0:47,https://xeno-canto.org/519382/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519381,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1863889,,,B,0:18,https://xeno-canto.org/519381/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519380,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1863889,,,B,0:36,https://xeno-canto.org/519380/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519379,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1672222,,,B,0:34,https://xeno-canto.org/519379/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519378,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1672222,,,B,0:56,https://xeno-canto.org/519378/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519377,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1672222,,,B,0:40,https://xeno-canto.org/519377/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
519376,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2605556,,,B,2:27,https://xeno-canto.org/519376/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
519375,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2605556,,,B,1:08,https://xeno-canto.org/519375/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
519374,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2605556,,,B,2:03,https://xeno-canto.org/519374/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
519373,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2422222,,,B,0:23,https://xeno-canto.org/519373/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
519372,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2422222,,,B,1:36,https://xeno-canto.org/519372/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
519371,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2422222,,,B,0:16,https://xeno-canto.org/519371/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
518185,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2483333,,,B,1:36,https://xeno-canto.org/518185/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
518184,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2483333,,,B,0:43,https://xeno-canto.org/518184/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
518183,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, mesay Alto",0.2483333,,,B,1:17,https://xeno-canto.org/518183/download,2000-01-01,Trogonidae,Trogón coliblanco,Colombia_otro
518182,Trogon,viridis,Green-backed Trogon,Colombia,"PNN Chiribiquete, sararamano",0.1672222,,,B,1:15,https://xeno-canto.org/518182/download,2000-01-04,Trogonidae,Trogón coliblanco,Colombia_otro
343998,Trogon,viridis,Green-backed Trogon,Colombia,"Puerto Lleras, Meta",3.3039,,song,B,0:08,https://xeno-canto.org/343998/download,2016-10-22,Trogonidae,Trogón coliblanco,Colombia_otro
243833,Trogon,viridis,Green-backed Trogon,Colombia,"La Candelaria, vereda El Guira (Tauramena, Casanare)",4.6741,,song,B,0:27,https://xeno-canto.org/243833/download,2015-05-05,Trogonidae,Trogón coliblanco,Colombia_otro
243720,Trogon,viridis,Green-backed Trogon,Colombia,"La Candelaria, vereda El Guira (Tauramena, Casanare)",4.6741,,song,B,1:39,https://xeno-canto.org/243720/download,2015-05-05,Trogonidae,Trogón coliblanco,Colombia_otro
116103,Trogon,viridis,Green-backed Trogon,Colombia,"Cumaribo, Vichada",5.1304,,song,B,1:55,https://xeno-canto.org/116103/download,2008-10-10,Trogonidae,Trogón coliblanco,Colombia_otro
100740,Trogon,viridis,Green-backed Trogon,Colombia,"Puerto Lopez, Rio Humea (meta)",4.1551,,song,B,1:20,https://xeno-canto.org/100740/download,2010-10-12,Trogonidae,Trogón coliblanco,Colombia_otro
100739,Trogon,viridis,Green-backed Trogon,Colombia,"Puerto Lopez, Rio Humea (meta)",4.1551,,song,B,0:19,https://xeno-canto.org/100739/download,2010-10-12,Trogonidae,Trogón coliblanco,Colombia_otro
54698,Trogon,viridis,Green-backed Trogon,Colombia,"Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta",,,?,B,0:09,https://xeno-canto.org/54698/download,2000-04-17,Trogonidae,Trogón coliblanco,Colombia_otro
54696,Trogon,viridis,Green-backed Trogon,Colombia,"Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta",,,?,B,0:21,https://xeno-canto.org/54696/download,2000-04-17,Trogonidae,Trogón coliblanco,Colombia_otro
54699,Trogon,viridis,Green-backed Trogon,Colombia,"Finca La Pradera, Parroquia Remolinos, Municipio Puerto Lopez, Meta",,,?,C,0:06,https://xeno-canto.org/54699/download,2000-04-17,Trogonidae,Trogón coliblanco,Colombia_otro
1033072,Trogon,viridis,Green-backed Trogon,Colombia,"Bosque Bavaria, Villavicencio, Meta",4.1793,,song,D,0:12,https://xeno-canto.org/1033072/download,2022-10-12,Trogonidae,Trogón coliblanco,Colombia_otro
836360,Trogon,viridis,Green-backed Trogon,Colombia,"Vda. La Argentina, Mesetas, Meta.",3.2681,,song,E,0:10,https://xeno-canto.org/836360/download,2023-10-14,Trogonidae,Trogón coliblanco,Colombia_otro
